latitude,longitude,street_address,state,city,Zip Code,country,id,open_date,fuel_type_code
35.736697,-83.99328,1715 W Broadway Ave,TN,Maryville,37801,US,150000,2019-12-13,ELEC
36.110515,-86.723904,61 East Thompson Lane,TN,Nashville,37211,US,150215,2019-11-19,ELEC
35.974206,-86.576891,930 Colonnade Dr,TN,Smyrna,37167,US,150659,2019-03-15,ELEC
35.86208,-86.450357,1306 Greshampark Dr,TN,Murfreesboro,37129,US,150670,2019-03-04,ELEC
35.974685,-86.577599,950 Colonnade Dr,TN,Smyrna,37617,US,150689,2019-03-15,ELEC
36.132294,-85.504364,1161 S Jefferson Ave,TN,Cookeville,38506,US,152235,2020-01-07,ELEC
35.202501,-89.779719,2809 New Brunswick Road,TN,Memphis,38133,US,152338,2020-01-10,ELEC
36.149586,-82.418377,110 N Industrial Dr,TN,Erwin,37650,US,152563,2020-01-22,ELEC
36.16331,-86.789734,1010 Dr Martin L King Jr Blvd,TN,Nashville,37203,US,152995,2019-10-02,ELEC
35.956664,-86.818953,427 Nichol Mill Ln,TN,Brentwood,37027,US,153159,2020-01-30,ELEC
